구분,단체이름,프로그램명,운영장소명,지원사업명,프로그램분야,프로그램대상,운영기간시작,운영기간종료,운영주소,시도,시군구,lat,lon
105,극단 일상,2023 충북 꿈다락토요문화학교 - 연극 그 잡채?,음성교육도서관 B1층,,연극,"아동,청소년",2023-05-04,2023-11-30,충청북도 음성군 음성읍 시장로126번길 29,충북,음성군,36.9396819347257,127.693620519476
106,극단 지금,청소년X예술가 또 다른 시선,,꿈다락예술문화학교,연극/뮤지컬,청소년,,,의정부시 의정로88번길 9 흥선 청소년 문화의 집,경기,의정부시,37.7408257425786,127.035530701349
107,고창 모양 청소년 오케스트라,꿈의 오케스트라,고창문화원,2024 꿈의 향연 고창,음악,"아동,청소년",2024-02-01,2024-11-30,전북특별자치도 고창군 고창읍 천변북로 119,전북특별자치도,고창군,35.434435169685,126.705338881467
108,극단 아티(공연예술단체 아티스트릿),설화탐사대,금곡종합사회복지관,꿈다락 문화예술학교,연극/뮤지컬,아동,2025-07-14,2025-10-23,부산광역시 북구 효열로 144,부산,북구,35.2588894720606,129.015507835687
109,극단 아티(공연예술단체 아티스트릿),"연극으로 풀어보는 사회문제 - '이거, 심상치가 않네'",청년복합문화공간 스페이스119,꿈다락 문화예술학교,연극/뮤지컬,,2025-07-17,2025-10-23,부산광역시 북구 금곡대로616번길 139,부산,북구,35.2667491850867,129.017361594275
110,극단 신세계,<리-초이스 프로젝트 : 노년X리-장례희망(Dream),2층 신세계 스튜디오,「꿈다락 문화예술학교」,"영화,연극/뮤지컬",노년,2025-07-20,2025-11-30,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
111,극단 신세계,<리-초이스 프로젝트 : 신중년X리-잡(Job)>,2층 신세계 스튜디오,「꿈다락 문화예술학교」,"영화,연극/뮤지컬",중장년,2025-07-20,2025-11-30,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
112,극단 신세계,생애전환 문화예술학교 신중년의 신세계 : My Home History,,꿈다락예술문화학교,연극/뮤지컬,중장년,,,서울 성북구 동소문로20길 37-13 3층,서울,성북구,37.5911510402807,127.017524431281
113,극단 신세계,<리-초이스 프로젝트 : 청년X리-푸드(Food)>,2층 신세계스튜디오,「꿈다락 문화예술학교」,"영화,연극/뮤지컬",청년,2025-07-20,2025-11-30,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
114,극단 신세계,청소년X예술가 학교폭력 스탑 프로젝트 : 연극 프로불편러,,꿈다락예술문화학교,연극/뮤지컬,청소년,,,서울 성북구 동소문로20길 37-13 3층,서울,성북구,37.5911510402807,127.017524431281
115,극단 신세계,<트렌드 컨트롤 2024 : 액티브X시니어>,3층 신세계 연습실,<꿈다락 문화예술학교>,연극/뮤지컬,노년,2024-07-07,2024-10-27,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
116,극단 신세계,<트렌드 컨트롤 2024 : 디지털X신중년>,3층,<꿈다락 문화예술학교>,연극/뮤지컬,중장년,2024-07-07,2024-10-27,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
117,극단 신세계,<트렌드 컨트롤 2024 : 다이어트X청년>,3층 신세계 연습실,<꿈다락 문화예술학교>,"영화,연극/뮤지컬",청년,2024-07-07,2024-10-27,서울특별시 성북구 동소문로20길 37-13,서울,성북구,37.5911510402807,127.017524431281
118,극단 신세계,예술쉼표 청년의 신세계 : My Home History,,꿈다락예술문화학교,연극/뮤지컬,청년,,,서울 성북구 동소문로20길 37-13 3층,서울,성북구,37.5911510402807,127.017524431281
119,극단 청사진,숨은 나를 찾기 - 너 마스크 속에서 뭐해?,B1,꿈다락예술문화학교,연극/뮤지컬,"아동,청소년",2023-07-01,2024-10-19,서울특별시 구로구 경인로19길 16,서울,구로구,37.4964234849446,126.842630456926
120,극단 청사진,청춘타운 레시피,B1 극단 청사진 스튜디오,꿈다락문화예술학교,연극/뮤지컬,"아동,청소년,청년",2024-08-02,2024-11-16,서울특별시 구로구 경인로19길 16,서울,구로구,37.4964234849446,126.842630456926
121,극단 토박이,연극도전기-그대는 반짝이는 청춘,4층 민들레소극장,2025 예술시민문화예술교육지원사업,연극/뮤지컬,청년,2025-05-16,2025-11-01,광주광역시 동구 동계천로 111,광주,동구,35.1508738930324,126.922742243776
122,아트 컴퍼니 손,도서관 연계 프로그램 연극으로 피어나는 왁자지껄 도서관 (초등 저),,꿈다락예술문화학교,"미술,문학,연극/뮤지컬",아동,,,"춘천시 후만로 116번길 27, 1층 까루도서관",강원특별자치도,춘천시,37.8749479643704,127.758423661616
123,아트 컴퍼니 손,도서관 연계 프로그램 연극으로 피어나는 왁자지껄 도서관 (초등 고),,꿈다락예술문화학교,"미술,문학,연극/뮤지컬",아동,,,"춘천시 후만로 116번길 27, 1층 까루도서관",강원특별자치도,춘천시,37.8749479643704,127.758423661616
124,극단 청년극장,연극몬 GO!,청년뜨락 5959,생애주기문화예술교육지원사업,연극/뮤지컬,청년,2025-04-29,2025-09-02,충청북도 청주시 상당구 상당로59번길 59,충북,청주시 상당구,36.6335138022922,127.48730240751
125,라움 프라다바코,바다몹sea몹see,,꿈다락예술문화학교,"음악,무용",청년,,,수영구 광안해변로370번길 9-8 4층 라움 프라다바코,부산,수영구,35.1556025524695,129.133851672075
126,극단 드라마라운지,"다시, 이야기하다. (Remember)(2기)",3층 세미나실,2025 꿈다락 문화예술학교,연극/뮤지컬,노년,2025-09-10,2025-11-08,서울특별시 마포구 독막로 165,서울,마포구,37.5477347268018,126.932061794829
127,극단 드라마라운지,파이팅 Go!(2기),노원중앙도서관 2층 이야기방,2025 꿈다락 문화예술학교,연극/뮤지컬,청년,2025-09-10,2025-11-12,서울특별시 노원구 노원로34길 43,서울,노원구,37.6610997483415,127.065009597423
128,극단 드라마라운지,"다시, 이야기하다. (Remember)(1기)",마포구립서강도서관 3층 세미나실,2025 꿈다락 문화예술학교,연극/뮤지컬,노년,2025-06-19,2025-08-08,서울특별시 마포구 독막로 165,서울,마포구,37.5477347268018,126.932061794829
129,극단 드라마라운지,파이팅 Go!(1기),노원중앙도서관 2층 이야기방,2025 꿈다락 문화예술학교,연극/뮤지컬,청년,2025-06-18,2025-08-13,서울특별시 노원구 노원로34길 43,서울,노원구,37.6610997483415,127.065009597423
130,김해 인간중심표현예술 치유센터,"인간 중심 표현예술로 만나는 소중한 나, 행복한 우리",김해 인간중심표현예술 치유센터,,"연극,음악,미술,문학,융합","청년,중장년,노년",2023-04-01,2023-12-31,경상남도 김해시 우암로 137 202호,경남,김해시,35.2415350595702,128.86599249469
131,"안녕, 예술가",따뜻함을 마셔요 2,3층 동아리실,2024 예술로 어울림,미술,중장년,2024-11-20,2024-12-25,부산광역시 중구 동광길 49,부산,중구,35.1050072146227,129.034480223268
132,"안녕, 예술가",따뜻함을 마셔요,40계단문화관 3층 세미나실,2024 예술로 어울림,미술,중장년,2024-07-03,2024-08-14,부산광역시 중구 동광길 49,부산,중구,35.1050072146227,129.034480223268
133,"안녕, 예술가",날아라 셔틀콕! 2,4층 활동실,2024 예술로 어울림,미술,아동,2024-11-17,2024-12-22,부산광역시 중구 동광길 49,부산,중구,35.1050072146227,129.034480223268
134,"안녕, 예술가",시창작 스터디,부산광역시 중구문화원 세미나실,2024 예술로 어울림,문학,"청년,중장년,노년",2024-07-06,2024-08-14,부산광역시 중구 복병산길 20,부산,중구,35.103633161342,129.033531847605
135,"안녕, 예술가",식물과 함께 자라나는 우리,부산광역시중구문화원 다목적실2,2024 예술로 어울림,미술,청년,2024-09-07,2024-10-26,부산광역시 중구 복병산길 20,부산,중구,35.103633161342,129.033531847605
136,"안녕, 예술가",사진 워크숍: 중앙동을 만나는 방법,3층 동아리실,2024 예술로 어울림,"사진,미술",,2024-08-28,2024-09-25,부산광역시 중구 동광길 49,부산,중구,35.1050072146227,129.034480223268
137,"안녕, 예술가",날아라 셔틀콕!,4층 활동실,2024 예술로 어울림,미술,아동,2024-09-04,2024-10-09,부산광역시 중구 동광길 49,부산,중구,35.1050072146227,129.034480223268
138,"안녕, 예술가","낭만적 걸음, 거리의 사유",부산광역시중구문화원 다목적실 2,2024 예술로 어울림,"미술,융복합",청년,2024-09-14,2024-10-05,부산광역시 중구 복병산길 20,부산,중구,35.103633161342,129.033531847605
139,"안녕, 예술가",사각사각 공작소,부산광역시중구문화원 다목적실 2,2024 예술로 어울림,미술,,2024-11-01,2024-12-21,부산광역시 중구 복병산길 20,부산,중구,35.103633161342,129.033531847605
140,"안녕, 예술가",종이 실험실: 종이와 아우라,부산광역시중구문화원 다목적실 2,2024 예술로 어울림,미술,,2024-11-02,2024-12-21,부산광역시 중구 복병산길 20,부산,중구,35.103633161342,129.033531847605
141,㈜여원,아름다운 저녁노을 아름다운 인생 한편,들락날락 카페,,"융복합,기타","중장년,노년",2023-04-13,2023-11-25,충청북도 청주시 흥덕구 직지대로753번길 56,충북,청주시 흥덕구,36.6464195656042,127.476275154451
142,꽃다발,라라랜드,,,기타,청소년,2022-09-01,2022-09-30,서울특별시 강북구 덕릉로41길 91-12,서울,강북구,37.6378982870021,127.027476538014
143,노마드,할마니네 메뉴판,반곡경로당,꿈다락 문화예술학교,미술,노년,2024-06-24,2024-11-11,전북특별자치도 김제시 금산면 구성3길 97,전북특별자치도,김제시,35.7392449389027,127.006614336139
144,늘해랑,"내 마음 머물 꽃, 여기에",,꿈다락예술문화학교,"연극/뮤지컬,미디어",노년,,,서대문구 통일로27길 19 홍재1동 주민자치회관,서울,서대문구,37.5831627770462,126.948411411726
145,늘해랑,꿈꾸는 소행성 B612 프로젝트 와?(웅덩이 와)자自 (자신 자)작作 (지을 작)!,,꿈다락예술문화학교,"문학,연극/뮤지컬","청년,중장년",,,안양시 만안구 안양동 1054-2 지하 매드 액터스,경기,안양시 만안구,37.3858641825471,126.906525495448
146,늘해랑,끄적임 감정서랍 프로젝트  유자 에세이 ,,꿈다락예술문화학교,"음악,연극/뮤지컬",청소년,,,서구 완정로178번길 37 인천 유스튜디오,인천,서구,37.6049144253891,126.659237071306
147,늘해랑,청소년x예술가 우리들의 소소하고 반짝이는 취향 백신 콘서트-샤인 머쓱햇 콘서트,,꿈다락예술문화학교,"연극/뮤지컬,미디어",아동,,,광명시 안재로6번길 31-1 지하1층 동굴연습실 광명점,경기,광명시,37.4607185915345,126.874898729546
148,늘해랑,"내 마음 둘 꽃, 여기에",,꿈다락예술문화학교,"연극/뮤지컬,미디어",노년,,,금천구 가산동 144-3 3층 금천누리종합사회복지관,서울,금천구,37.4768698056032,126.891752121307
149,리딩톤,맛있는 연주,대구여자단기청소년쉼터,,음악,청소년,2023-06-01,2023-11-30,대구광역시 중구 중앙대로81길 66-5,대구,중구,35.869932006114,128.590123325509
150,모아랩,"나의 일상, 예술로 고팡에 담다",b1 맑은샘 스튜디오,꿈다락 문화예술학교,"음악,미술","아동,청소년",2024-05-11,2024-09-28,제주특별자치도 제주시 국기로 8,제주특별자치도,제주시,33.481171373942,126.489629471301
151,소리로,모두작곡가 - 숨숨집 정모의 음악회,씨즈 두더집,2024 꿈다락 문화예술학교,음악,청년,2024-07-05,2024-09-13,서울특별시 은평구 불광로 89-4,서울,은평구,37.6151051848936,126.932410563018
152,소리로,[모두작곡가] 내 삶이 노래되어,2층,꿈다락문화예술학교,음악,노년,2025-07-01,2025-11-14,경기도 안양시 만안구 병목안로130번길 166,경기,안양시 만안구,37.3931229619638,126.908432546045
153,소리로,모두작곡가 - 이팔청춘 작곡가,율목사회복지관,2024 꿈다락 문화예술학교,음악,노년,2024-07-02,2024-09-10,경기도 안양시 만안구 병목안로130번길 166,경기,안양시 만안구,37.3931229619638,126.908432546045
154,소리로,[모두작곡가] 숨숨집 싱송라,씨즈 두더집(두더지 땅굴) 2층 강의실,꿈다락,음악,"청년,중장년",2025-07-02,2025-11-19,서울특별시 은평구 불광로 89-4,서울,은평구,37.6151051848936,126.932410563018
155,수필집,함께 심고 함께 빚다,동부창고 36동 교육실,충북문화예술교육 지원사업 '헬로우아트랩',공예,"아동,청년,중장년",2025-08-05,2025-08-19,충청북도 청주시 청원구 덕벌로 30,충북,청주시 청원구,36.6545173575658,127.491317472263
156,쎄라비,"그 해 봄날, 마음의 숲을 거닐다",포천초등학교 위클래스,,"연극,음악,미술","아동,청소년",2023-04-01,2023-11-30,부산광역시 북구 시랑로 115,부산,북구,35.1965304715698,129.009397720124
157,쎄라비,우리가족 애(愛)피소드,3층 313호,"국민참여형 예술치유 워크숍 치유도, 예술로기획형 문화예술치유 프로그램 「마음치유, 봄처럼」",음악,"아동,청소년,중장년,노년",2024-05-25,2024-05-25,부산광역시 금정구 장전온천천로 51,부산,금정구,35.2295937783773,129.088815730713
158,쎄라비,날지 않는 꿈도 괜찮아,신덕중학교,"문화예술치유 프로그램 지원사업 「마음치유, 봄처럼」","음악,미술,융복합",청소년,2024-05-08,2024-11-30,부산광역시 북구 함박봉로140번가길 27,부산,북구,35.2031697903196,129.030802931394
